name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Mayito1988,female,36 y.o.,"Guayaquil, Ecuador",separated,Mayito1988,mixed,Secretaria,-,from 33 to 45,1-2 living with me,Straight,Other,non-smoker,never,"Friendship, Serious Relationship",Female
danijop,male,30 y.o.,"La Paz, Bolivia",single,danijop,mixed,estudiante,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
cw91,male,33 y.o.,"Brooklyn, NY, USA",single,cw91,mixed,online buisness,hi im chris from the new york city in the united states and looking to meet someone and trying something new by looking to meet new people from out of the states and defenitly looking forward to meeting whomever it is.,from 20 to 55,want children,Straight,Other,non-smoker,never,"Romance, Serious Relationship",Female
erickblade,male,36 y.o.,"Pinar del Río, Cuba",single,erickblade,hispanic,Ingeniero Informático,-,from 19 to 32,no children,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Colorado76,male,48 y.o.,"San Antonio, Texas, EE. UU.",separated,Colorado76,hispanic,electricista,Sociable muy amigable me encanta pasear,from 19 to 86,1-2 living with me,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Female
torres2020,male,59 y.o.,"Bogotá, Colombia",separated,torres2020,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,social smoker,occasional drinker,"Friendship, Serious Relationship",Female
DanaLee32,female,42 y.o.,"Tyler, TX, USA",single,DanaLee32,white,-,I’m a fun loving free spirited girl!!! I absolutely love to be spontaneous!! I love to live laugh and love!! I’m as loyal as they come and would do anything and everything for the people I love!,from 29 to 55,don't want children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Kayser009,male,41 y.o.,"Santiago, Región Metropolitana, Chile",single,Kayser009,white,Licenciado en Psicopedagogia clinica,"Me gusta el Rock clasico, musica Romantica, las motos clasicas, me gusta la astrofotografía (observar las estrellas), hacer comedia, cantar, tomar un buen cafe, caminar por las tardes en el parque, hacer parapente, y ayudar a las personas, practico el Kendo",from 19 to 35,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
sqvel8,male,58 y.o.,"Orlando, Florida, EE. UU.",single,sqvel8,hispanic,-,me gusta caminar nadar ejercicios,from 30 to 50,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
JARGO,male,40 y.o.,"Miami, Florida, EE. UU.",single,JARGO,hispanic,-,-,from 19 to 60,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Romance,Female
Noel05,male,63 y.o.,"Berlin, Germany",single,Noel05,asian,hotel trade,open minded honest faithful caring easy going simple loving down to earth understanding religious active friendly calm character.,from 39 to 47,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
yepi66,male,49 y.o.,"Bucaramanga, Santander, Colombia",divorced,yepi66,hispanic,servidor publico,-,from 19 to 50,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Drcscorpion,male,45 y.o.,"Belton, MO, USA",single,Drcscorpion,white,-,-,from 23 to 50,1-2 living elsewhere,Straight,Christian,chain smoker,occasional drinker,"Fun, Friendship",Female
Cristopher1295,male,28 y.o.,"Ciudad de México, CDMX, México",single,Cristopher1295,hispanic,Profesionista,-,from 19 to 26,no children,Straight,Atheist,chain smoker,occasional drinker,Romance,Female
Castillo58,male,38 y.o.,"Brooklyn, NY, USA",single,Castillo58,hispanic,Dueño de mi negocio,-,from 28 to 45,1-2 living elsewhere,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
JOSEWILLY,male,50 y.o.,"Santa Cruz de la Sierra, Bolivia",divorced,JOSEWILLY,hispanic,Gestor de Negocios,-,from 25 to 40,1-2 living with me,Straight,Christian,non-smoker,never,Marriage,Female
Chilango55,male,34 y.o.,"Birmingham, AL, USA",divorced,Chilango55,hispanic,-,-,from 19 to 50,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Fun,Female
Ihor,male,54 y.o.,"Odesa, Odessa Oblast, Ukraine, 65000",in relationship,Ihor,white,-,-,from 19 to 86,don't want children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
jhino,male,38 y.o.,"Bogotá, Colombia",in relationship,jhino,hispanic,trabajo independiente,-,from 19 to 45,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Alvaro59,male,65 y.o.,"Villavicencio, Meta, Colombia",divorced,Alvaro59,hispanic,Profesional del estado,"Soy un ser espiritual, sencillo. humilde, solidario, culto, alegre. Me considero un buen ser humano, respetuoso, honesto, leal y amoroso. 
I am a spiritual being, simple. humble, supportive, cultured, happy. I consider myself a good human being, respectful, honest, loyal and loving.",from 40 to 60,more than 2 living elsewhere,Straight,Spiritual,social smoker,occasional drinker,"Friendship, Serious Relationship",Female
Henkel,female,46 y.o.,"Caracas, Distrito Capital, Venezuela",divorced,Henkel,white,Modista,"En principio busco amistad y el tiempo nos dirá si somos ideales para vivir juntos.
Para el amor no hay distancia creo en el amor verdadero.",from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Male
RCM35,male,39 y.o.,"Reus, Tarragona, España",single,RCM35,white,Comercial,-,from 19 to 86,1-2 living with me,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Female
Alexher27,male,28 y.o.,"Austin, Texas, EE. UU.",single,Alexher27,hispanic,-,-,from 19 to 45,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Chin817,male,33 y.o.,"Fort Worth, TX, USA",single,Chin817,mixed,-,-,from 21 to 34,no children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Yilber,male,47 y.o.,"Pinar del Río, Cuba",single,Yilber,hispanic,Contador,-,from 38 to 52,no children,Homosexual,Other,light smoker,social drinker,Serious Relationship,Male
504lucero,female,30 y.o.,"Tegucigalpa, Honduras",separated,504lucero,hispanic,Cashier,-,from 30 to 84,don't want children,Bisexual,Other,non-smoker,never,Friendship,Male
Caroline02,female,28 y.o.,"Monterrey, N.L., México",single,Caroline02,hispanic,-,Me gusta conocer gente de todas partes del mundo y compartir sobre mi cultura al mismo tiempo que aprendo cosas nuevas.,from 26 to 31,no children,Straight,Christian,social smoker,social drinker,"Friendship, Romance",Male
enterate,male,46 y.o.,"Santo Domingo, República Dominicana",single,enterate,hispanic,"maestro mayor de obras,fontanero, albanil .electricista,pintor","im an eternal youg heart people with a mature vision of life . a philosopher manual. acreative fighter. a gentleman soft and skillfull some body who listen to his couple.... come on , there many suprises",from 19 to 30,want children,Bisexual,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
camila23,female,27 y.o.,"Bogotá, Colombia",divorced,camila23,hispanic,vendedora,-,from 25 to 40,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Male
SkDulce,female,24 y.o.,"Buenos Aires, CABA, Argentina",single,SkDulce,hispanic,Diseñador arquitectónico,-,from 19 to 30,no children,Straight,Spiritual,non-smoker,never,"Friendship, Romance, Serious Relationship",Male
Jo3l0211,male,31 y.o.,"Santa Fe, Santa Fe Province, Argentina",separated,Jo3l0211,hispanic,Agricultura,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
hermie,male,59 y.o.,"Buenos Aires, CABA, Argentina",single,hermie,hispanic,Economista,-,from 28 to 38,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Willan,male,39 y.o.,"Quito, Ecuador",single,Willan,hispanic,hago deportes,-,from 19 to 86,no children,Straight,Other,non-smoker,never,Marriage,Female
Afournier1979,male,51 y.o.,"West Palm Beach, FL, USA",divorced,Afournier1979,white,Truck driver,"Busco mujer para relación seria,no pasatiempo ni mucho menos chapiadoras,soy muy trabajador y poco amante de fiestas,me gusta la tranquilidad del hogar",from 19 to 86,1-2 living with me,Straight,Christian,light smoker,social drinker,"Serious Relationship, Marriage",Female
Belen28,female,22 y.o.,"Lautaro, Araucanía, Chile",single,Belen28,white,-,-,from 19 to 45,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance",Male
alan1967,male,57 y.o.,"Ibagué, Tolima, Colombia",single,alan1967,mixed,abogado,-,from 30 to 40,want children,Straight,Christian,non-smoker,never,Marriage,Female
Angela33,female,40 y.o.,"Madrid, España",separated,Angela33,hispanic,Graduado tecnico,"Soy una mujer honesta,amable,de buen carácter,me gusta pasear,ver series,montar en bici,soy divertida",from 34 to 37,1-2 living with me,Straight,Spiritual,non-smoker,never,"Romance, Serious Relationship",Male
Margara83,female,40 y.o.,"San Pedro Sula, Honduras",divorced,Margara83,hispanic,Independiente,"Soy una persona , muy trabajadora, creativa alegre, romántica , cariñosa, sensible leal honesta y sincera .. me gustaría pronto poder encontrar a alguien para conversar y conocernos .. no soy perfecta pero si muy especial .",from 38 to 70,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
keaton85,male,39 y.o.,"Owens Cross Roads, AL, USA",single,keaton85,white,self-employed,-,from 22 to 40,don't want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
virago250cc,male,51 y.o.,"Zona Plateada, Pachuca de Soto, Hgo., México",separated,virago250cc,white,Medico Cirujano Ultrasonografista y Perito en Medicina Legal,"Comprometido, Responsable, Cariñoso, Detallista, complaciente, me gusta amar y entregarme al 100 soy hombre de 1 sola mujer y que mi mujer sea solo para mi odio las infidelidades. Me gusta viajar, me gusta la buena vida por eso tengo 2 trabajos, Busco mujer comprometida, cariñosa, que le guste complacer, si de preferencia sabe cocinar sino yo le enseño que a mi megusta cocinar.",from 21 to 35,don't want children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Yacelis,female,25 y.o.,"Chontales, Nicaragua",single,Yacelis,hispanic,Estudio,-,from 19 to 29,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",Male
LuisMi30,male,35 y.o.,"Arequipa, Perú",single,LuisMi30,mixed,negociante,me gusta la divercion labuena musica.,from 24 to 40,no children,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship, Romance",Female
mrbolt222,male,32 y.o.,"Cologne, Germany",single,mrbolt222,middle eastern,engineer,-,from 19 to 86,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
boyang,male,43 y.o.,Hong Kong,divorced,boyang,asian,业务,-,from 29 to 50,no children,Straight,Atheist,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
sisibel,female,45 y.o.,"Panama City, Panama",single,sisibel,black,ventas,-,from 40 to 47,more than 2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Calipo79,male,45 y.o.,"43786 Batea, Tarragona, España",single,Calipo79,white,Agricultor,-,from 34 to 41,no children,Straight,Christian,non-smoker,never,Serious Relationship,Male
Stevieheart,male,65 y.o.,"Bridgetown, Barbados",single,Stevieheart,black,Artist,-,from 40 to 58,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Govia,male,34 y.o.,"Gzira, Malta",single,Govia,asian,-,-,from 19 to 86,no children,Straight,Muslim,non-smoker,never,"Romance, Serious Relationship, Marriage",Male
Samuel2986,male,34 y.o.,"Zulia, Venezuela",single,Samuel2986,black,Comerciante,-,from 19 to 86,want children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Natalie_P,female,43 y.o.,"Bangkok, Thailand",single,Natalie_P,asian,-,-,from 36 to 50,no children,Straight,Buddhist,non-smoker,social drinker,"Serious Relationship, Marriage",Male
Dxvid593,male,36 y.o.,"Quito, Ecuador",single,Dxvid593,mixed,Tecnología Automotriz,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Friendship,Female
Silva1982,male,41 y.o.,"Managua, Nicaragua",single,Silva1982,black,-,Me gusta el cine y caminar,from 19 to 20,1-2 living elsewhere,Straight,Christian,social smoker,occasional drinker,Fun,Female
oty1976,male,48 y.o.,"Quito, Ecuador",separated,oty1976,hispanic,Veterinario,-,from 25 to 40,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Grid,female,56 y.o.,"Quito, Ecuador",divorced,Grid,hispanic,Administracion,Soy una persona de buenos sentimientos.generos a. Tranquila y alegre y muy optimista,from 58 to 63,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
Idalma,female,44 y.o.,"St Paul, MN, USA",divorced,Idalma,hispanic,Decoradora,-,from 40 to 60,1-2 living with me,Straight,Christian,non-smoker,never,Fun,Male
DoryMary,female,57 y.o.,"Guatemala City, Guatemala",divorced,DoryMary,hispanic,Diseñadora de Modas,"Hola, soy Guatemalteca, me gusta leer, diseñar, ver películas.
No me gusta cocinar, Busco una persona con la cual compartir y disfrutar de la vida.",from 53 to 70,don't want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
NeyColombia,male,33 y.o.,"Cartagena, Provincia de Cartagena, Bolívar, Colombia",single,NeyColombia,hispanic,Jardinero,-,from 19 to 70,no children,Bisexual,Other,non-smoker,never,Friendship,Male
EC,male,60 y.o.,"Belton, MO, USA",divorced,EC,white,engineer,"I'm an almost regular guy. Divorced. I'm exercising regularly and staying healthy. I'm spending too much time on my work and hobby-related projects but want to change these habits and meet someone special. Hope it's still possible despite the age and the current restrictions with the virus. My life is pretty stable, and I have everything for happiness except the soulmate.",from 40 to 48,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Mak13,male,59 y.o.,"Richmond, California, EE. UU.",separated,Mak13,middle eastern,Pintor,-,from 19 to 86,want children,Straight,Christian,social smoker,social drinker,Friendship,Female
timesoos,female,64 y.o.,"Budapest, Hungary",single,timesoos,white,-,-,from 45 to 60,no children,Straight,Other,non-smoker,never,Friendship,Male
Bethsy,female,54 y.o.,"Esmeraldas, Ecuador",single,Bethsy,hispanic,-,"Cariñosa, divertida, comprensiva y amante de los momentos simples pero importantes de la vida.",from 48 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Friendship, Serious Relationship",Male
Richarvalenz,male,38 y.o.,"Zacatecas, México",single,Richarvalenz,hispanic,-,-,from 25 to 35,want children,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Melchor,male,31 y.o.,"Managua, Nicaragua",single,Melchor,hispanic,Diseño gráfico,-,from 19 to 86,no children,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Female
Wilysaac,male,44 y.o.,"Barranquilla, Atlántico, Colombia",single,Wilysaac,hispanic,Técnico en sistemas,Soy amable soñador y amoroso,from 40 to 50,more than 2 living elsewhere,Straight,Other,social smoker,occasional drinker,Serious Relationship,Male
Robertgut,male,52 y.o.,"Santa Cruz de la Sierra, Bolivia",separated,Robertgut,hispanic,Independiente,-,from 25 to 55,1-2 living elsewhere,Straight,Other,social smoker,social drinker,Romance,Male
