name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Viti,male,58 y.o.,"Ourense, Orense, Ourense, España",single,Viti,white,Pensionista,-,from 38 to 86,no children,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Maemae,female,45 y.o.,"Monroe, MI 48162, USA",single,Maemae,white,Production tech,Looking for someone im attracted to that wants a healthy loving relationship.,from 19 to 86,no children,Straight,Spiritual,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
ADBB,male,45 y.o.,"Santiago, Santiago Metropolitan Region, Chile",single,ADBB,hispanic,independiente,-,from 19 to 44,1-2 living with me,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Flusher109,male,62 y.o.,"Aberdeen, WA, USA",widowed,Flusher109,white,Retired,-,from 19 to 86,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Ravbreezy,male,29 y.o.,"Cape Town, South Africa",single,Ravbreezy,black,-,-,from 25 to 50,no children,Straight,Christian,light smoker,occasional drinker,"Serious Relationship, Marriage",Female
darktrident,male,38 y.o.,"Bridgetown, Saint Michael Barbados",single,darktrident,black,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Nelmonkey,male,34 y.o.,"LaFollette, TN, USA",divorced,Nelmonkey,white,-,Loving for the love of my life to game with and live life with,from 25 to 40,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Angel31,male,32 y.o.,"Palamós, Girona, España",single,Angel31,white,Doctor,-,from 25 to 40,1-2 living elsewhere,Straight,Atheist,non-smoker,never,Serious Relationship,Female
Nichepanda123,male,33 y.o.,"Medellín, Medellin, Antioquia, Colombia",single,Nichepanda123,black,Todero,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Alex20898,male,33 y.o.,"Coro 4101, Falcón, Venezuela",single,Alex20898,hispanic,Médico veterinario,-,from 19 to 50,want children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Miguel14,male,44 y.o.,"New York, NY, USA",divorced,Miguel14,white,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Female
Prh45,female,51 y.o.,"Prague, Czechia",widowed,Prh45,white,-,-,from 40 to 61,1-2 living with me,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Male
Thiago89,male,35 y.o.,"Santos, State of São Paulo, Brazil",single,Thiago89,white,Técnico químico,Soy una persona que busca una persona amable y cariñosa.,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Patsy,female,43 y.o.,"Jesús Enrique Lossada, 4032, Zulia, Venezuela",separated,Patsy,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
Dan2024,male,53 y.o.,"Dallas, Texas, EE. UU.",single,Dan2024,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,never,Serious Relationship,Female
Scarleth,female,51 y.o.,"San Pedro Sula, Cortés, Honduras",divorced,Scarleth,hispanic,Marketing,-,from 52 to 60,1-2 living with me,Straight,Spiritual,non-smoker,social drinker,"Friendship, Serious Relationship",Male
Juan86,male,38 y.o.,"Managua, Nicaragua",single,Juan86,hispanic,Agente inmobiliario,-,from 23 to 45,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship",Female
IsmaelK69,female,55 y.o.,"Cancún, Q.R., México",divorced,IsmaelK69,hispanic,Abogado,Soy muy humano y amo la naturaleza,from 40 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Armando44,male,29 y.o.,"Ciudad de México, CDMX, México",single,Armando44,hispanic,Tecnico,-,from 19 to 45,want children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Shamal,male,39 y.o.,"Oruro, Bolivia",single,Shamal,hispanic,-,-,from 19 to 40,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Fgtum,male,31 y.o.,"Valencia, España",single,Fgtum,white,-,-,from 19 to 86,no children,Straight,Atheist,non-smoker,never,"Fun, Friendship",Female
RVA_Gary,male,50 y.o.,"Richmond, VA, USA",separated,RVA_Gary,white,IT Engineer,"Out here living trying to slow down time

Love photography, motorcycle, outdoors, music",from 40 to 69,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Lyly,female,35 y.o.,"Montpellier, France",single,Lyly,hispanic,Coiffeuse,-,from 33 to 45,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
AREX,male,68 y.o.,"Madrid, España",divorced,AREX,white,RETIRADO,Soy como hoja caída que arrastra el tiempo,from 55 to 70,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Sebastian74,male,40 y.o.,"Provincia de Buenos Aires, Argentina",single,Sebastian74,hispanic,docente,"Soy una persona muy honesta y trabajador, busco conocer a una mujer de quien enamorarme, y poder formar una familia.",from 27 to 44,want children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Kais331982,male,50 y.o.,"Jerusalem, Israel",divorced,Kais331982,middle eastern,-,-,from 19 to 86,don't want children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Lisandra89,female,34 y.o.,"Itajaí - Santa Catarina, Brasil",single,Lisandra89,hispanic,-,-,from 30 to 45,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship,Male
Susu01234,male,35 y.o.,"Msida, Malta",separated,Susu01234,asian,-,-,from 19 to 45,no children,Straight,Hindu,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
El,male,47 y.o.,"Cape Town, South Africa",single,El,mixed,-,-,from 25 to 43,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Marja,female,45 y.o.,"Lincolnshire, UK",widowed,Marja,white,-,-,from 40 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Male
Daniel7,male,27 y.o.,"Luque, Paraguay",single,Daniel7,mixed,-,-,from 19 to 47,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
ShesAKeeper,female,37 y.o.,"Des Moines, IA, USA",separated,ShesAKeeper,white,-,Was married for 15 years and just looking for someone to hang out with who enjoys the same things as me!!,from 33 to 47,more than 2 living with me,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Male
Robert33,male,33 y.o.,"San Carlos 2201, Cojedes, Venezuela",single,Robert33,hispanic,-,-,from 30 to 50,no children,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Female
cristhian1992,male,27 y.o.,"Popayán, Cauca, Colombia",single,cristhian1992,hispanic,Estudiante universitario,-,from 22 to 35,no children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Miguel0987,male,37 y.o.,"Lielvārde, Lielvārdes pilsēta, Ogre Municipality, Latvia",separated,Miguel0987,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Friendship,Female
1676wert,male,64 y.o.,"Alcoy, Alicante, España",separated,1676wert,white,Agente comercial,"Atletismo, senderismo, y otras aficiones que ya conoceras",from 24 to 50,no children,Straight,Spiritual,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",Female
Michael65,male,59 y.o.,"Urbandale, IA, USA",divorced,Michael65,white,Musician,-,from 40 to 55,don't want children,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Getttweird,male,30 y.o.,"Helen, GA 30545, USA",single,Getttweird,mixed,Avionics & Aviation Mechanic,I’m just trying to meet new people and have a good time and see if the vibe is right. I work so much I never have time to go out and every time I do there is never anyone that keeps my attention and is on my level mentally. Let’s give this a try hell.,from 19 to 40,want children,Straight,Christian,social smoker,occasional drinker,Fun,Female
Wilt4l,male,39 y.o.,"Santo Domingo, República Dominicana",single,Wilt4l,hispanic,Empresario,"Divertido,extrovertido,detallista, con muy buen sentido de humor",from 19 to 30,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Romance, Serious Relationship",Female
Galla24,female,58 y.o.,"Tel Aviv-Yafo, Israel",widowed,Galla24,white,-,"Are you looking for a life partner, not a passing fancy?

I am a 58-year-old woman, decent, serious, strong in spirit, but who has not lost her femininity and affection. Life has taught me a lot, and I know what I want: a serious relationship with a successful man who shares my values.

I am not looking for a sponsor or a gigolo. I need a partner who is confident on his feet, is not afraid of responsibility and is ready for a real union based on mutual respect, support and love.

I value a sense of humor, intelligence and a kind heart. If you are the same man as I described, then let's get acquainted!

Tell me about yourself, what are your hobbies, what are your dreams.

I look forward to your message!

P.S. Don't waste your time if you are only looking for a light affair. I am looking for a partner for life, not adventures.",from 48 to 65,1-2 living elsewhere,Straight,Atheist,non-smoker,never,"Friendship, Serious Relationship",Male
Catana,male,47 y.o.,"Salt Lake City, UT, USA",divorced,Catana,hispanic,Buzo industrial,Alegre y extrovertido,from 19 to 86,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,Fun,Female
Ozmodeus,male,44 y.o.,"Graham, TX 76450, USA",single,Ozmodeus,mixed,Technology,"In the vast web's woven threads, where many eyes do roam, They stop, they stare, they choose to care, or pass by like a poem. For every post that's shared in jest, or tale that's told with glee, There's a choice to make, a path to take, in this digital sea. You've been a beacon, long and bright, in this online land, A fixture here, year after year, with humor close at hand. So when a soul, with time to troll, decides to cast a stone, Remember well, it's their choice to dwell, on the seeds you've sown. For every word, both seen and heard, is a mirror of the mind, And what we seek, in peak or bleak, is a reflection of our kind. So stand your ground, with joy you've found, and let the trolls pass by, For in this space, it's your grace, that truly will defy.",from 19 to 86,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Terryb36,male,36 y.o.,"Halewood, UK",single,Terryb36,white,-,-,from 33 to 36,no children,Straight,Other,social smoker,social drinker,"Serious Relationship, Marriage",Female
Cyrusjones34,male,39 y.o.,"Decatur, IL, USA",single,Cyrusjones34,white,Quality Control Tech,"Just an old hippy and a single dad, hoping to find someone as crazy about music as I am…",from 28 to 43,1-2 living with me,Straight,Spiritual,light smoker,occasional drinker,"Fun, Romance, Serious Relationship, Marriage",Female
Vianney,female,44 y.o.,"Mexico City, CDMX, Mexico",single,Vianney,hispanic,-,-,from 45 to 55,no children,Straight,Christian,non-smoker,never,Serious Relationship,Male
WILLHAL,male,69 y.o.,"Ottawa, ON, Canada",divorced,WILLHAL,white,SECURITY,"I am a caring decent hardworking honest man that treats women well, I love to dance and walk and open to many things",from 30 to 75,want children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",Female
Lilsasquatch00,male,51 y.o.,"Edmonton, AB, Canada",single,Lilsasquatch00,native american,Construction,I'm a lil smart ass with a big sence of humor ????,from 30 to 55,1-2 living with me,Straight,Spiritual,social smoker,social drinker,"Fun, Romance, Serious Relationship",Female
Nolberto123taborda,male,43 y.o.,"Palmira, Táchira, Venezuela",single,Nolberto123taborda,white,Comerciante,Me gustaría conocer chicas de Finlandia para charlar y pasarla bien me gusta mucho la electrónica,from 19 to 81,1-2 living with me,Straight,Other,light smoker,never,Serious Relationship,Female
yisel1993,female,31 y.o.,"Matanzas, Cuba",divorced,yisel1993,hispanic,Cuenta propia,"Mujer de 31 años , con un hijo de 13 años , cariñosa , romántica , risueña .",from 19 to 86,1-2 living with me,Straight,Other,non-smoker,never,"Romance, Marriage",Male
Bas33,male,64 y.o.,"91100 Trapani, Free municipal consortium of Trapani, Italy",single,Bas33,white,field of culture,-,from 30 to 55,no children,Straight,Spiritual,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Aedarc,male,53 y.o.,"Waurika, OK 73573, USA",divorced,Aedarc,white,Circ Manager at a University Library.,I have been single for 2 years and I am searching for someone to love and be loved.,from 32 to 59,no children,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Jhonyy,male,48 y.o.,"Táchira, Venezuela",single,Jhonyy,white,Trabajador construcción,Me gusta mucho caminar,from 45 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Tomytom14,male,40 y.o.,"Cairo, Cairo Governorate, Egypt",single,Tomytom14,white,-,-,from 30 to 50,no children,Straight,Muslim,social smoker,social drinker,Romance,Female
DavidTai41,male,53 y.o.,"Sha Tin, Hong Kong",divorced,DavidTai41,hispanic,Construction Engineer,I am a caring understanding lovable hardworking and always being positive and expecting the best results.,from 45 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Lovnglife,male,62 y.o.,"Richmondville, NY 12149, USA",divorced,Lovnglife,white,Retired,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Romance",Female
SethCanTango,male,67 y.o.,"Portland, OR, USA",single,SethCanTango,white,Veterinarian,-,from 44 to 60,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Avimeleth,female,46 y.o.,"Puertollano, Ciudad Real, España",separated,Avimeleth,hispanic,Oficios varios,"Soy una mujer muy simpática, sincera,y me gustaría tener una relación estable",from 40 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Brandilynnn,female,64 y.o.,"Philadelphia, PA 19149, USA",single,Brandilynnn,white,Business manager,"I search a man who is kind, caring, intelligent, generous, attentive, generous. An ideal man is a man with whom no problems are scary and you feel like behind a stone wall. I dream that my partner will be romantic and passionate and always open with me . I want my future husband to always tell me about his thoughts , desires and fantasies . It would be great to have no secrets from each other and do everything together . On this dating site I want to meet a man who will show me real , sincere , loyal and warm love .",from 50 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Male
